==========================================
K-Test for Random Sampling Configuration
==========================================
Total experiments: 28
Datasets: cifar10 cifar100
Blocks: ConvNNAttention
K values: 1 2 3 4 5 6 7 8 9 10 11 12 16 25
Learning rate: 1e-4
==========================================

[1/28] Dataset=cifar10 | K=1 | Block=ConvNNAttention
Output: ./Final_Output/K_test_correct_random/ViT-Tiny-CIFAR10/ConvNNAttention_Random_K1_NS32_s42
Files already downloaded and verified
Files already downloaded and verified
Model: VIT ConvNNAttention
Total Parameters: 5481610
Trainable Parameters: 5481610
   - Trainable Parameters: 5.48161000 M
Model Complexity (Profiler):
   - GFLOPs: 2.03378938
   - Trainable Parameters: 5.48161000 M
[Epoch 001] Time: 19.9183s | [Train] Loss: 2.38003699 Accuracy: Top1: 10.0446%, Top5: 49.8390% | [Test] Loss: 2.34667221 Accuracy: Top1: 9.9121%, Top5: 49.8535%
[Epoch 040] Time: 29.2856s | [Train] Loss: 0.73964682 Accuracy: Top1: 73.4626%, Top5: 98.5527% | [Test] Loss: 0.83595321 Accuracy: Top1: 70.8691%, Top5: 98.0176%
[Epoch 041] Time: 29.3922s | [Train] Loss: 0.72704551 Accuracy: Top1: 74.1889%, Top5: 98.5523% | [Test] Loss: 0.83846294 Accuracy: Top1: 71.1133%, Top5: 98.1348%
[Epoch 042] Time: 29.4033s | [Train] Loss: 0.73038562 Accuracy: Top1: 74.1251%, Top5: 98.5487% | [Test] Loss: 0.83283162 Accuracy: Top1: 71.2402%, Top5: 98.0469%
[Epoch 043] Time: 29.3324s | [Train] Loss: 0.72117873 Accuracy: Top1: 74.1689%, Top5: 98.6045% | [Test] Loss: 0.77992717 Accuracy: Top1: 72.4219%, Top5: 98.3105%
[Epoch 044] Time: 29.3889s | [Train] Loss: 0.71021852 Accuracy: Top1: 74.8131%, Top5: 98.7480% | [Test] Loss: 0.79776232 Accuracy: Top1: 71.7871%, Top5: 98.2617%
[Epoch 045] Time: 29.3937s | [Train] Loss: 0.69632267 Accuracy: Top1: 75.0889%, Top5: 98.7659% | [Test] Loss: 0.79809982 Accuracy: Top1: 72.3242%, Top5: 98.1152%
[Epoch 046] Time: 29.3861s | [Train] Loss: 0.68859799 Accuracy: Top1: 75.1830%, Top5: 98.7799% | [Test] Loss: 0.80221437 Accuracy: Top1: 72.2852%, Top5: 98.2617%
[Epoch 047] Time: 29.4130s | [Train] Loss: 0.68400322 Accuracy: Top1: 75.5230%, Top5: 98.7942% | [Test] Loss: 0.77708562 Accuracy: Top1: 73.2715%, Top5: 98.2031%
[Epoch 048] Time: 29.3548s | [Train] Loss: 0.67572396 Accuracy: Top1: 75.9714%, Top5: 98.8608% | [Test] Loss: 0.81104779 Accuracy: Top1: 72.4609%, Top5: 98.4082%
[Epoch 049] Time: 29.3316s | [Train] Loss: 0.66689365 Accuracy: Top1: 76.0734%, Top5: 98.9393% | [Test] Loss: 0.82218293 Accuracy: Top1: 71.2109%, Top5: 98.2715%
[Epoch 050] Time: 29.3740s | [Train] Loss: 0.66121556 Accuracy: Top1: 76.4429%, Top5: 98.9704% | [Test] Loss: 0.81826752 Accuracy: Top1: 72.0312%, Top5: 98.0469%
[Epoch 051] Time: 29.3629s | [Train] Loss: 0.64919681 Accuracy: Top1: 76.7427%, Top5: 98.9346% | [Test] Loss: 0.76077371 Accuracy: Top1: 73.6328%, Top5: 98.2715%
[Epoch 052] Time: 29.3691s | [Train] Loss: 0.64391189 Accuracy: Top1: 76.9862%, Top5: 98.9912% | [Test] Loss: 0.75809009 Accuracy: Top1: 73.5547%, Top5: 98.4961%
[Epoch 053] Time: 29.3696s | [Train] Loss: 0.63672767 Accuracy: Top1: 77.2844%, Top5: 99.0390% | [Test] Loss: 0.76117400 Accuracy: Top1: 73.6133%, Top5: 98.2324%
[Epoch 054] Time: 29.3663s | [Train] Loss: 0.63052617 Accuracy: Top1: 77.5989%, Top5: 99.0230% | [Test] Loss: 0.76373425 Accuracy: Top1: 73.9746%, Top5: 98.3691%
[Epoch 055] Time: 29.3903s | [Train] Loss: 0.62417315 Accuracy: Top1: 77.7515%, Top5: 99.0573% | [Test] Loss: 0.77540516 Accuracy: Top1: 73.2715%, Top5: 98.4375%
[Epoch 056] Time: 29.3377s | [Train] Loss: 0.61522462 Accuracy: Top1: 77.9656%, Top5: 99.1107% | [Test] Loss: 0.76184455 Accuracy: Top1: 74.3359%, Top5: 98.4375%
[Epoch 057] Time: 29.3610s | [Train] Loss: 0.59978663 Accuracy: Top1: 78.6492%, Top5: 99.1769% | [Test] Loss: 0.75036045 Accuracy: Top1: 74.1797%, Top5: 98.3301%
[Epoch 058] Time: 29.3844s | [Train] Loss: 0.59670717 Accuracy: Top1: 78.4845%, Top5: 99.1067% | [Test] Loss: 0.76032106 Accuracy: Top1: 73.8184%, Top5: 98.1836%
[Epoch 059] Time: 29.3995s | [Train] Loss: 0.59214747 Accuracy: Top1: 78.7958%, Top5: 99.2084% | [Test] Loss: 0.77322325 Accuracy: Top1: 73.8770%, Top5: 98.4668%
[Epoch 060] Time: 29.3946s | [Train] Loss: 0.59226532 Accuracy: Top1: 78.6001%, Top5: 99.1621% | [Test] Loss: 0.77334922 Accuracy: Top1: 73.3691%, Top5: 98.3203%
[Epoch 061] Time: 29.2725s | [Train] Loss: 0.58332662 Accuracy: Top1: 79.1845%, Top5: 99.2188% | [Test] Loss: 0.73286604 Accuracy: Top1: 74.9512%, Top5: 98.4668%
[Epoch 062] Time: 29.3957s | [Train] Loss: 0.57488099 Accuracy: Top1: 79.2562%, Top5: 99.2526% | [Test] Loss: 0.73393818 Accuracy: Top1: 75.3223%, Top5: 98.4570%
[Epoch 063] Time: 29.3796s | [Train] Loss: 0.56726053 Accuracy: Top1: 79.7780%, Top5: 99.2761% | [Test] Loss: 0.73236821 Accuracy: Top1: 74.7070%, Top5: 98.4961%
[Epoch 064] Time: 29.3340s | [Train] Loss: 0.56528682 Accuracy: Top1: 79.7134%, Top5: 99.2467% | [Test] Loss: 0.73993742 Accuracy: Top1: 74.8828%, Top5: 98.4277%
[Epoch 065] Time: 29.3325s | [Train] Loss: 0.55533431 Accuracy: Top1: 79.9374%, Top5: 99.2642% | [Test] Loss: 0.74973963 Accuracy: Top1: 74.2969%, Top5: 98.4863%
[Epoch 066] Time: 29.3274s | [Train] Loss: 0.54409961 Accuracy: Top1: 80.4365%, Top5: 99.3363% | [Test] Loss: 0.72856990 Accuracy: Top1: 75.4004%, Top5: 98.5352%
[Epoch 067] Time: 29.4265s | [Train] Loss: 0.53507347 Accuracy: Top1: 80.7617%, Top5: 99.4260% | [Test] Loss: 0.74147870 Accuracy: Top1: 75.2930%, Top5: 98.3984%
[Epoch 068] Time: 29.2494s | [Train] Loss: 0.53740331 Accuracy: Top1: 80.7677%, Top5: 99.3842% | [Test] Loss: 0.75739135 Accuracy: Top1: 74.9707%, Top5: 98.3203%
[Epoch 069] Time: 29.3496s | [Train] Loss: 0.52730197 Accuracy: Top1: 81.0706%, Top5: 99.4519% | [Test] Loss: 0.71890837 Accuracy: Top1: 75.8105%, Top5: 98.4375%
[Epoch 070] Time: 29.3099s | [Train] Loss: 0.52087394 Accuracy: Top1: 81.2062%, Top5: 99.4220% | [Test] Loss: 0.69868400 Accuracy: Top1: 76.3477%, Top5: 98.5938%
[Epoch 071] Time: 29.2802s | [Train] Loss: 0.50422557 Accuracy: Top1: 81.8754%, Top5: 99.4918% | [Test] Loss: 0.72597465 Accuracy: Top1: 75.1270%, Top5: 98.5547%
[Epoch 072] Time: 29.3135s | [Train] Loss: 0.50649996 Accuracy: Top1: 81.7642%, Top5: 99.4535% | [Test] Loss: 0.71681970 Accuracy: Top1: 76.0449%, Top5: 98.4473%
[Epoch 073] Time: 29.3826s | [Train] Loss: 0.50009711 Accuracy: Top1: 81.9934%, Top5: 99.4671% | [Test] Loss: 0.72129274 Accuracy: Top1: 75.6641%, Top5: 98.6816%
[Epoch 074] Time: 29.4113s | [Train] Loss: 0.49159864 Accuracy: Top1: 82.3709%, Top5: 99.4735% | [Test] Loss: 0.69039369 Accuracy: Top1: 76.5039%, Top5: 98.7598%
[Epoch 075] Time: 29.3790s | [Train] Loss: 0.48856413 Accuracy: Top1: 82.3123%, Top5: 99.5496% | [Test] Loss: 0.71122608 Accuracy: Top1: 76.4062%, Top5: 98.6328%
[Epoch 076] Time: 29.4013s | [Train] Loss: 0.48429145 Accuracy: Top1: 82.5466%, Top5: 99.4994% | [Test] Loss: 0.72168223 Accuracy: Top1: 76.2598%, Top5: 98.6914%
[Epoch 077] Time: 29.3500s | [Train] Loss: 0.47296450 Accuracy: Top1: 83.0760%, Top5: 99.5596% | [Test] Loss: 0.70284021 Accuracy: Top1: 76.5625%, Top5: 98.7891%
[Epoch 078] Time: 29.3754s | [Train] Loss: 0.46920481 Accuracy: Top1: 83.1178%, Top5: 99.5456% | [Test] Loss: 0.70601604 Accuracy: Top1: 77.0605%, Top5: 98.6035%
[Epoch 079] Time: 29.3751s | [Train] Loss: 0.47160779 Accuracy: Top1: 83.1294%, Top5: 99.5552% | [Test] Loss: 0.70932096 Accuracy: Top1: 76.7188%, Top5: 98.5938%
[Epoch 080] Time: 29.4113s | [Train] Loss: 0.46355842 Accuracy: Top1: 83.4403%, Top5: 99.5655% | [Test] Loss: 0.69534667 Accuracy: Top1: 77.1875%, Top5: 98.6523%
[Epoch 081] Time: 29.4366s | [Train] Loss: 0.45347127 Accuracy: Top1: 83.5555%, Top5: 99.6249% | [Test] Loss: 0.72036311 Accuracy: Top1: 76.7383%, Top5: 98.6523%
[Epoch 082] Time: 29.3826s | [Train] Loss: 0.45123908 Accuracy: Top1: 83.5005%, Top5: 99.6010% | [Test] Loss: 0.68770208 Accuracy: Top1: 77.0898%, Top5: 98.6328%
[Epoch 083] Time: 29.3099s | [Train] Loss: 0.44242448 Accuracy: Top1: 84.1877%, Top5: 99.5791% | [Test] Loss: 0.70800276 Accuracy: Top1: 76.6895%, Top5: 98.7012%
[Epoch 084] Time: 29.3580s | [Train] Loss: 0.44002153 Accuracy: Top1: 84.2981%, Top5: 99.6269% | [Test] Loss: 0.70693475 Accuracy: Top1: 77.3633%, Top5: 98.6426%
[Epoch 085] Time: 29.3738s | [Train] Loss: 0.43523993 Accuracy: Top1: 84.2227%, Top5: 99.6050% | [Test] Loss: 0.69783356 Accuracy: Top1: 77.3926%, Top5: 98.6035%
[Epoch 086] Time: 29.3506s | [Train] Loss: 0.42454872 Accuracy: Top1: 84.5783%, Top5: 99.7030% | [Test] Loss: 0.68063371 Accuracy: Top1: 77.8809%, Top5: 98.8867%
[Epoch 087] Time: 29.3778s | [Train] Loss: 0.42351098 Accuracy: Top1: 84.5703%, Top5: 99.7090% | [Test] Loss: 0.72379067 Accuracy: Top1: 77.5000%, Top5: 98.7793%
[Epoch 088] Time: 29.3512s | [Train] Loss: 0.41975205 Accuracy: Top1: 84.9769%, Top5: 99.7030% | [Test] Loss: 0.71071022 Accuracy: Top1: 78.0078%, Top5: 98.7207%
[Epoch 089] Time: 29.3691s | [Train] Loss: 0.41267568 Accuracy: Top1: 84.8721%, Top5: 99.6991% | [Test] Loss: 0.70161682 Accuracy: Top1: 77.4316%, Top5: 98.7305%
[Epoch 090] Time: 29.3291s | [Train] Loss: 0.40759436 Accuracy: Top1: 85.2866%, Top5: 99.7309% | [Test] Loss: 0.71227216 Accuracy: Top1: 77.0410%, Top5: 98.4863%
[Epoch 091] Time: 29.4486s | [Train] Loss: 0.39896797 Accuracy: Top1: 85.5692%, Top5: 99.7369% | [Test] Loss: 0.70248758 Accuracy: Top1: 77.4805%, Top5: 98.7598%
[Epoch 092] Time: 29.4510s | [Train] Loss: 0.39208754 Accuracy: Top1: 85.8048%, Top5: 99.7130% | [Test] Loss: 0.68296942 Accuracy: Top1: 77.5684%, Top5: 98.7305%
[Epoch 093] Time: 29.3252s | [Train] Loss: 0.39011297 Accuracy: Top1: 86.0666%, Top5: 99.7664% | [Test] Loss: 0.69748059 Accuracy: Top1: 77.8418%, Top5: 98.8184%
[Epoch 094] Time: 29.3763s | [Train] Loss: 0.38477836 Accuracy: Top1: 86.0100%, Top5: 99.7628% | [Test] Loss: 0.70842117 Accuracy: Top1: 77.5098%, Top5: 98.7305%
[Epoch 095] Time: 29.3089s | [Train] Loss: 0.38373295 Accuracy: Top1: 85.9694%, Top5: 99.7848% | [Test] Loss: 0.73359154 Accuracy: Top1: 76.8555%, Top5: 98.5645%
[Epoch 096] Time: 29.4197s | [Train] Loss: 0.37610027 Accuracy: Top1: 86.4529%, Top5: 99.7748% | [Test] Loss: 0.69890919 Accuracy: Top1: 77.6855%, Top5: 98.7207%
[Epoch 097] Time: 29.3205s | [Train] Loss: 0.37480692 Accuracy: Top1: 86.4082%, Top5: 99.7624% | [Test] Loss: 0.70854284 Accuracy: Top1: 78.0078%, Top5: 98.8477%
[Epoch 098] Time: 29.4152s | [Train] Loss: 0.36243029 Accuracy: Top1: 86.7215%, Top5: 99.8087% | [Test] Loss: 0.69471240 Accuracy: Top1: 77.9004%, Top5: 98.9062%
[Epoch 099] Time: 29.4377s | [Train] Loss: 0.35961538 Accuracy: Top1: 87.0552%, Top5: 99.8166% | [Test] Loss: 0.70805492 Accuracy: Top1: 77.7637%, Top5: 98.7695%
[Epoch 100] Time: 29.3789s | [Train] Loss: 0.35387398 Accuracy: Top1: 86.9372%, Top5: 99.8087% | [Test] Loss: 0.71733249 Accuracy: Top1: 78.0469%, Top5: 98.7695%
[Epoch 101] Time: 29.2674s | [Train] Loss: 0.34773171 Accuracy: Top1: 87.4876%, Top5: 99.8147% | [Test] Loss: 0.72759262 Accuracy: Top1: 78.2129%, Top5: 98.8574%
[Epoch 102] Time: 29.3639s | [Train] Loss: 0.34331930 Accuracy: Top1: 87.6929%, Top5: 99.7907% | [Test] Loss: 0.70773240 Accuracy: Top1: 78.1934%, Top5: 98.8770%
[Epoch 103] Time: 29.3765s | [Train] Loss: 0.34135515 Accuracy: Top1: 87.6586%, Top5: 99.8186% | [Test] Loss: 0.73188326 Accuracy: Top1: 77.9688%, Top5: 98.7891%
[Epoch 104] Time: 29.4094s | [Train] Loss: 0.33519892 Accuracy: Top1: 87.8850%, Top5: 99.8286% | [Test] Loss: 0.70266523 Accuracy: Top1: 78.9062%, Top5: 98.6035%
[Epoch 105] Time: 29.2861s | [Train] Loss: 0.32934651 Accuracy: Top1: 88.0907%, Top5: 99.8565% | [Test] Loss: 0.72235906 Accuracy: Top1: 78.3496%, Top5: 98.7305%
[Epoch 106] Time: 29.2897s | [Train] Loss: 0.32489725 Accuracy: Top1: 88.0780%, Top5: 99.8505% | [Test] Loss: 0.69563591 Accuracy: Top1: 78.7988%, Top5: 98.8477%
[Epoch 107] Time: 29.3518s | [Train] Loss: 0.32384394 Accuracy: Top1: 88.2179%, Top5: 99.8422% | [Test] Loss: 0.71429698 Accuracy: Top1: 77.8027%, Top5: 98.8184%
[Epoch 108] Time: 29.4195s | [Train] Loss: 0.31186381 Accuracy: Top1: 88.5116%, Top5: 99.8485% | [Test] Loss: 0.70780803 Accuracy: Top1: 79.0820%, Top5: 98.8184%
[Epoch 109] Time: 29.3885s | [Train] Loss: 0.31770538 Accuracy: Top1: 88.4738%, Top5: 99.8565% | [Test] Loss: 0.70952191 Accuracy: Top1: 79.0234%, Top5: 98.6523%
[Epoch 110] Time: 29.3333s | [Train] Loss: 0.31235754 Accuracy: Top1: 88.4471%, Top5: 99.9004% | [Test] Loss: 0.71131409 Accuracy: Top1: 78.9355%, Top5: 98.7500%
[Epoch 111] Time: 29.4138s | [Train] Loss: 0.30332278 Accuracy: Top1: 89.0729%, Top5: 99.8724% | [Test] Loss: 0.71445199 Accuracy: Top1: 79.2676%, Top5: 98.7305%
[Epoch 112] Time: 29.3709s | [Train] Loss: 0.30197624 Accuracy: Top1: 89.0450%, Top5: 99.9063% | [Test] Loss: 0.69648038 Accuracy: Top1: 78.6426%, Top5: 98.8965%
[Epoch 113] Time: 29.3084s | [Train] Loss: 0.29996992 Accuracy: Top1: 89.0768%, Top5: 99.8525% | [Test] Loss: 0.71239985 Accuracy: Top1: 78.8184%, Top5: 98.9941%
[Epoch 114] Time: 29.3278s | [Train] Loss: 0.28626797 Accuracy: Top1: 89.5791%, Top5: 99.9163% | [Test] Loss: 0.71233015 Accuracy: Top1: 79.0039%, Top5: 98.8574%
[Epoch 115] Time: 29.2949s | [Train] Loss: 0.28713615 Accuracy: Top1: 89.7202%, Top5: 99.8904% | [Test] Loss: 0.70776865 Accuracy: Top1: 78.9746%, Top5: 99.0039%
[Epoch 116] Time: 29.3064s | [Train] Loss: 0.28654147 Accuracy: Top1: 89.6098%, Top5: 99.8944% | [Test] Loss: 0.74315698 Accuracy: Top1: 78.3301%, Top5: 98.6230%
[Epoch 117] Time: 29.3925s | [Train] Loss: 0.27709626 Accuracy: Top1: 90.0399%, Top5: 99.9123% | [Test] Loss: 0.76882842 Accuracy: Top1: 78.3789%, Top5: 98.6328%
[Epoch 118] Time: 29.3552s | [Train] Loss: 0.27700934 Accuracy: Top1: 89.8669%, Top5: 99.9123% | [Test] Loss: 0.73875360 Accuracy: Top1: 79.3262%, Top5: 98.6816%
[Epoch 119] Time: 29.3959s | [Train] Loss: 0.27581508 Accuracy: Top1: 89.9940%, Top5: 99.9382% | [Test] Loss: 0.73976576 Accuracy: Top1: 78.5547%, Top5: 98.7500%
[Epoch 120] Time: 29.3802s | [Train] Loss: 0.27621078 Accuracy: Top1: 89.8740%, Top5: 99.9163% | [Test] Loss: 0.73297950 Accuracy: Top1: 78.7012%, Top5: 98.7891%
[Epoch 121] Time: 29.3722s | [Train] Loss: 0.26661477 Accuracy: Top1: 90.4086%, Top5: 99.9243% | [Test] Loss: 0.73062248 Accuracy: Top1: 78.9160%, Top5: 98.9062%
[Epoch 122] Time: 29.3034s | [Train] Loss: 0.26786388 Accuracy: Top1: 90.2519%, Top5: 99.9362% | [Test] Loss: 0.73932543 Accuracy: Top1: 79.1309%, Top5: 98.7598%
[Epoch 123] Time: 29.3052s | [Train] Loss: 0.26212896 Accuracy: Top1: 90.5166%, Top5: 99.9322% | [Test] Loss: 0.73819030 Accuracy: Top1: 78.4082%, Top5: 98.9746%
[Epoch 124] Time: 29.3308s | [Train] Loss: 0.25667315 Accuracy: Top1: 90.6820%, Top5: 99.9382% | [Test] Loss: 0.75225538 Accuracy: Top1: 78.8574%, Top5: 98.8379%
[Epoch 125] Time: 29.4260s | [Train] Loss: 0.24833376 Accuracy: Top1: 90.9024%, Top5: 99.9482% | [Test] Loss: 0.74558026 Accuracy: Top1: 78.9258%, Top5: 98.6523%
[Epoch 126] Time: 29.3654s | [Train] Loss: 0.24504642 Accuracy: Top1: 91.0499%, Top5: 99.9382% | [Test] Loss: 0.74245191 Accuracy: Top1: 79.3066%, Top5: 98.7402%
[Epoch 127] Time: 29.3586s | [Train] Loss: 0.25182890 Accuracy: Top1: 90.7529%, Top5: 99.9302% | [Test] Loss: 0.74259500 Accuracy: Top1: 79.2285%, Top5: 98.7598%
[Epoch 128] Time: 29.3775s | [Train] Loss: 0.24424097 Accuracy: Top1: 91.0583%, Top5: 99.9482% | [Test] Loss: 0.75068859 Accuracy: Top1: 79.1211%, Top5: 98.7402%
[Epoch 129] Time: 29.3576s | [Train] Loss: 0.23994556 Accuracy: Top1: 91.1862%, Top5: 99.9502% | [Test] Loss: 0.75779256 Accuracy: Top1: 79.0625%, Top5: 98.8672%
[Epoch 130] Time: 29.3632s | [Train] Loss: 0.23431356 Accuracy: Top1: 91.5210%, Top5: 99.9542% | [Test] Loss: 0.72324325 Accuracy: Top1: 79.8047%, Top5: 98.9258%
[Epoch 131] Time: 29.4305s | [Train] Loss: 0.22991116 Accuracy: Top1: 91.7953%, Top5: 99.9482% | [Test] Loss: 0.74197419 Accuracy: Top1: 79.5117%, Top5: 98.8770%
[Epoch 132] Time: 29.3192s | [Train] Loss: 0.22926789 Accuracy: Top1: 91.5338%, Top5: 99.9601% | [Test] Loss: 0.73986977 Accuracy: Top1: 79.0430%, Top5: 98.9355%
[Epoch 133] Time: 29.3444s | [Train] Loss: 0.22723810 Accuracy: Top1: 91.7104%, Top5: 99.9422% | [Test] Loss: 0.75451836 Accuracy: Top1: 78.5352%, Top5: 98.8867%
[Epoch 134] Time: 29.3273s | [Train] Loss: 0.22002853 Accuracy: Top1: 92.0851%, Top5: 99.9482% | [Test] Loss: 0.74495289 Accuracy: Top1: 79.5508%, Top5: 98.7109%
[Epoch 135] Time: 29.3081s | [Train] Loss: 0.21820727 Accuracy: Top1: 92.0181%, Top5: 99.9482% | [Test] Loss: 0.75891923 Accuracy: Top1: 79.1895%, Top5: 98.7500%
[Epoch 136] Time: 29.3990s | [Train] Loss: 0.21494080 Accuracy: Top1: 92.1883%, Top5: 99.9641% | [Test] Loss: 0.76653666 Accuracy: Top1: 79.5703%, Top5: 98.9062%
[Epoch 137] Time: 29.3524s | [Train] Loss: 0.21551994 Accuracy: Top1: 92.0715%, Top5: 99.9661% | [Test] Loss: 0.77102246 Accuracy: Top1: 79.6191%, Top5: 98.6914%
[Epoch 138] Time: 29.3321s | [Train] Loss: 0.21231835 Accuracy: Top1: 92.3043%, Top5: 99.9661% | [Test] Loss: 0.74498660 Accuracy: Top1: 79.7363%, Top5: 98.7988%
[Epoch 139] Time: 29.3619s | [Train] Loss: 0.21054274 Accuracy: Top1: 92.3051%, Top5: 99.9661% | [Test] Loss: 0.75287577 Accuracy: Top1: 80.0684%, Top5: 98.7988%
[Epoch 140] Time: 29.3388s | [Train] Loss: 0.20490808 Accuracy: Top1: 92.5167%, Top5: 99.9721% | [Test] Loss: 0.76286517 Accuracy: Top1: 79.6777%, Top5: 98.8770%
[Epoch 141] Time: 29.3359s | [Train] Loss: 0.20103371 Accuracy: Top1: 92.7144%, Top5: 99.9721% | [Test] Loss: 0.78206555 Accuracy: Top1: 79.2676%, Top5: 98.7793%
[Epoch 142] Time: 29.3435s | [Train] Loss: 0.19481427 Accuracy: Top1: 92.8807%, Top5: 99.9701% | [Test] Loss: 0.76563452 Accuracy: Top1: 79.1895%, Top5: 98.8086%
[Epoch 143] Time: 29.2898s | [Train] Loss: 0.20234380 Accuracy: Top1: 92.5375%, Top5: 99.9661% | [Test] Loss: 0.79607422 Accuracy: Top1: 78.2422%, Top5: 98.8672%
[Epoch 144] Time: 29.3354s | [Train] Loss: 0.19754749 Accuracy: Top1: 92.9169%, Top5: 99.9601% | [Test] Loss: 0.80273645 Accuracy: Top1: 79.3164%, Top5: 98.8281%
[Epoch 145] Time: 29.3379s | [Train] Loss: 0.19573865 Accuracy: Top1: 92.9660%, Top5: 99.9577% | [Test] Loss: 0.77753810 Accuracy: Top1: 79.3164%, Top5: 98.9551%
[Epoch 146] Time: 29.4117s | [Train] Loss: 0.19239416 Accuracy: Top1: 92.8735%, Top5: 99.9781% | [Test] Loss: 0.77790005 Accuracy: Top1: 79.4238%, Top5: 98.8574%
[Epoch 147] Time: 29.2841s | [Train] Loss: 0.18800497 Accuracy: Top1: 93.1916%, Top5: 99.9761% | [Test] Loss: 0.80156265 Accuracy: Top1: 79.7656%, Top5: 98.6816%
[Epoch 148] Time: 29.3497s | [Train] Loss: 0.18432494 Accuracy: Top1: 93.2318%, Top5: 99.9781% | [Test] Loss: 0.81838650 Accuracy: Top1: 78.6816%, Top5: 98.7305%
[Epoch 149] Time: 29.3771s | [Train] Loss: 0.18846780 Accuracy: Top1: 93.0816%, Top5: 99.9681% | [Test] Loss: 0.79511606 Accuracy: Top1: 79.4531%, Top5: 98.9062%
[Epoch 150] Time: 29.3499s | [Train] Loss: 0.17691819 Accuracy: Top1: 93.5092%, Top5: 99.9781% | [Test] Loss: 0.81020719 Accuracy: Top1: 79.6289%, Top5: 98.7793%
✓ Experiment 7 succeeded

[8/28] Dataset=cifar10 | K=8 | Block=ConvNNAttention
Output: ./Final_Output/K_test_correct_random/ViT-Tiny-CIFAR10/ConvNNAttention_Random_K8_NS32_s42
Files already downloaded and verified
Files already downloaded and verified
Model: VIT ConvNNAttention
Total Parameters: 5497738
Trainable Parameters: 5497738
   - Trainable Parameters: 5.49773800 M
Model Complexity (Profiler):
   - GFLOPs: 2.03696659
   - Trainable Parameters: 5.49773800 M
[Epoch 001] Time: 32.8104s | [Train] Loss: 1.79713588 Accuracy: Top1: 33.9066%, Top5: 84.2307% | [Test] Loss: 1.61257417 Accuracy: Top1: 42.6270%, Top5: 88.5840%
[Epoch 002] Time: 31.9756s | [Train] Loss: 1.54935253 Accuracy: Top1: 43.6045%, Top5: 90.2057% | [Test] Loss: 1.51024981 Accuracy: Top1: 44.3652%, Top5: 90.9082%
[Epoch 003] Time: 32.0019s | [Train] Loss: 1.45962899 Accuracy: Top1: 46.6665%, Top5: 91.8304% | [Test] Loss: 1.40337188 Accuracy: Top1: 49.4824%, Top5: 92.7246%
[Epoch 004] Time: 31.9901s | [Train] Loss: 1.38277615 Accuracy: Top1: 49.7385%, Top5: 93.0943% | [Test] Loss: 1.33266622 Accuracy: Top1: 51.1230%, Top5: 93.6523%
[Epoch 005] Time: 32.0455s | [Train] Loss: 1.33167584 Accuracy: Top1: 51.6020%, Top5: 93.7962% | [Test] Loss: 1.28962335 Accuracy: Top1: 54.0723%, Top5: 94.2383%
[Epoch 006] Time: 32.0483s | [Train] Loss: 1.29520718 Accuracy: Top1: 52.7663%, Top5: 94.1574% | [Test] Loss: 1.24666596 Accuracy: Top1: 54.2090%, Top5: 94.7559%
[Epoch 007] Time: 32.0497s | [Train] Loss: 1.25674648 Accuracy: Top1: 54.3080%, Top5: 94.5755% | [Test] Loss: 1.24137740 Accuracy: Top1: 54.4531%, Top5: 95.3613%
[Epoch 008] Time: 32.0062s | [Train] Loss: 1.22377674 Accuracy: Top1: 55.5337%, Top5: 94.9562% | [Test] Loss: 1.20481367 Accuracy: Top1: 56.6211%, Top5: 95.1562%
[Epoch 009] Time: 32.0170s | [Train] Loss: 1.19439685 Accuracy: Top1: 56.7267%, Top5: 95.4050% | [Test] Loss: 1.18600731 Accuracy: Top1: 56.1328%, Top5: 95.6250%
[Epoch 010] Time: 32.0589s | [Train] Loss: 1.16842669 Accuracy: Top1: 57.6315%, Top5: 95.5760% | [Test] Loss: 1.14054375 Accuracy: Top1: 58.4473%, Top5: 96.1230%
[Epoch 011] Time: 32.0135s | [Train] Loss: 1.14442891 Accuracy: Top1: 58.6336%, Top5: 95.8056% | [Test] Loss: 1.13903397 Accuracy: Top1: 59.1504%, Top5: 96.1523%
[Epoch 012] Time: 32.0096s | [Train] Loss: 1.11648819 Accuracy: Top1: 59.6875%, Top5: 96.1201% | [Test] Loss: 1.12184727 Accuracy: Top1: 59.4434%, Top5: 96.2402%
[Epoch 013] Time: 32.0465s | [Train] Loss: 1.09927069 Accuracy: Top1: 60.2057%, Top5: 96.2480% | [Test] Loss: 1.12467643 Accuracy: Top1: 59.7656%, Top5: 96.0352%
[Epoch 014] Time: 32.0484s | [Train] Loss: 1.08214717 Accuracy: Top1: 60.7545%, Top5: 96.4589% | [Test] Loss: 1.09375699 Accuracy: Top1: 60.3418%, Top5: 96.3281%
[Epoch 015] Time: 31.9411s | [Train] Loss: 1.06087750 Accuracy: Top1: 61.5749%, Top5: 96.5992% | [Test] Loss: 1.08334511 Accuracy: Top1: 61.3379%, Top5: 96.0840%
[Epoch 016] Time: 32.0289s | [Train] Loss: 1.04131416 Accuracy: Top1: 62.2939%, Top5: 96.8304% | [Test] Loss: 1.07964278 Accuracy: Top1: 60.6250%, Top5: 96.5332%
[Epoch 017] Time: 32.0350s | [Train] Loss: 1.02436040 Accuracy: Top1: 63.1553%, Top5: 96.8722% | [Test] Loss: 1.06416620 Accuracy: Top1: 61.6504%, Top5: 96.8262%
